"","Sample","Target","Well","CopiesPer20uLWell","Positives","Negatives","AcceptedDroplets","Threshold","Run","Dilution","Concentration","Meso.Num","Time","Size","Vol.Filtered.mL","GC.mL","Time.hr","Row","Treatment","Meso.Volume.mL","turbidity.NTU","pH","temp.C","doc.mg.L","velocity.m.s","depth.m","width.m","q.L.s","Total.ER.mg.hr","Water.ER.mg.hr.L","Leaf.ER.mg.hr.m2","NH4.ugN.L","NO3.ugN.L","SRP.ugP.L","Gc.mesocosm"
"292","M3_T3_1.2","STHD","*",185,818,103782,104600,4500,3,1,9.25,"M3","T3",1.2,200,11.5625,18,1,"BFH",23666.66667,1.03,8.91,13.5,NA,0.14,0.076,0.168,1.74496,-0.011013158,-0.035526316,NA,NA,NA,NA,273645.833371875
"293","M3_T4_0.4","CARP","*",0.733333333333333,1,32235,32236,7000,5,1,0.03,"M3","T4",0.4,200,0.0375,30,1,"BFH",22666.66667,0.43,8.92,14.5,17.3,0.14,0.073,0.168,1.71696,-0.011013158,-0.035526316,NA,1.792,32.35,13.63,850.000000125
"294","M3_T4_0.4","STHD","*",2.93333333333333,4,32232,32236,4500,5,1,0.14,"M3","T4",0.4,200,0.175,30,1,"BFH",22666.66667,0.43,8.92,14.5,17.3,0.14,0.073,0.168,1.71696,-0.011013158,-0.035526316,NA,1.792,32.35,13.63,3966.66666725
"295","M3_T4_1.2","CARP","*",8.4,13,36256,36269,7000,5,1,0.42,"M3","T4",1.2,200,0.525,30,1,"BFH",22666.66667,0.43,8.92,14.5,17.3,0.14,0.073,0.168,1.71696,-0.011013158,-0.035526316,NA,1.792,32.35,13.63,11900.00000175
"296","M3_T4_1.2","STHD","*",132,203,36066,36269,4500,5,1,6.61,"M3","T4",1.2,200,8.2625,30,1,"BFH",22666.66667,0.43,8.92,14.5,17.3,0.14,0.073,0.168,1.71696,-0.011013158,-0.035526316,NA,1.792,32.35,13.63,187283.333360875
"297","M4_T1A_0.4","CARP","*",121.333333333333,211,40929,41140,7000,1,1,6.06,"M4","T1A",0.4,200,7.575,0.666666667,1,"DOC",24800,2.3,8.69,14.3,69.5,0.16,0.075,0.168,2.016,NA,-0.431372549,NA,70.94,379.5,233.8,187860
"298","M4_T1A_0.4","STHD","*",1053.33333333333,1803,39337,41140,4500,1,1,52.84,"M4","T1A",0.4,200,66.05,0.666666667,1,"DOC",24800,2.3,8.69,14.3,69.5,0.16,0.075,0.168,2.016,NA,-0.431372549,NA,70.94,379.5,233.8,1638040
"299","M4_T1A_1.2","CARP","*",579.333333333333,794,31856,32650,7000,1,1,29.03,"M4","T1A",1.2,200,36.2875,0.666666667,1,"DOC",24800,2.3,8.69,14.3,69.5,0.16,0.075,0.168,2.016,NA,-0.431372549,NA,70.94,379.5,233.8,899930
"300","M4_T1A_1.2","STHD","*",2706.66666666667,3552,29098,32650,4500,1,1,135.82,"M4","T1A",1.2,200,169.775,0.666666667,1,"DOC",24800,2.3,8.69,14.3,69.5,0.16,0.075,0.168,2.016,NA,-0.431372549,NA,70.94,379.5,233.8,4210420
"301","M4_T2_0.4","CARP","*",70.6666666666667,96,31792,31888,7000,3,1,3.55,"M4","T2",0.4,200,4.4375,6,1,"DOC",24333.33333,2.82,8.75,14.8,NA,0.15,0.073,0.168,1.8396,NA,-0.431372549,NA,NA,NA,NA,107979.166651875
"302","M4_T2_0.4","STHD","*",544,729,31159,31888,4500,3,1,27.27,"M4","T2",0.4,200,34.0875,6,1,"DOC",24333.33333,2.82,8.75,14.8,NA,0.15,0.073,0.168,1.8396,NA,-0.431372549,NA,NA,NA,NA,829462.499886375
"303","M4_T2_1.2","CARP","*",412.666666666667,633,35891,36524,7000,3,1,20.61,"M4","T2",1.2,200,25.7625,6,1,"DOC",24333.33333,2.82,8.75,14.8,NA,0.15,0.073,0.168,1.8396,NA,-0.431372549,NA,NA,NA,NA,626887.499914125
"304","M4_T2_1.2","STHD","*",1473.33333333333,2217,34307,36524,4500,3,1,73.84,"M4","T2",1.2,200,92.3,6,1,"DOC",24333.33333,2.82,8.75,14.8,NA,0.15,0.073,0.168,1.8396,NA,-0.431372549,NA,NA,NA,NA,2245966.666359
"305","M4_T3_0.4","CARP","*",15.9666666666667,45,66823,66868,7000,5,1,0.79,"M4","T3",0.4,200,0.9875,18,1,"DOC",23666.66667,3.89,8.83,13.6,NA,0.14,0.071,0.168,1.66992,NA,-0.431372549,NA,NA,NA,NA,23370.833336625
"306","M4_T3_0.4","STHD","*",114.666666666667,323,66545,66868,4500,5,1,5.71,"M4","T3",0.4,200,7.1375,18,1,"DOC",23666.66667,3.89,8.83,13.6,NA,0.14,0.071,0.168,1.66992,NA,-0.431372549,NA,NA,NA,NA,168920.833357125
"307","M4_T3_1.2","CARP","*",105.333333333333,326,73236,73562,6750,5,1,5.23,"M4","T3",1.2,200,6.5375,18,1,"DOC",23666.66667,3.89,8.83,13.6,NA,0.14,0.071,0.168,1.66992,NA,-0.431372549,NA,NA,NA,NA,154720.833355125
"308","M4_T3_1.2","STHD","*",546,1680,71882,73562,4000,5,1,27.24,"M4","T3",1.2,200,34.05,18,1,"DOC",23666.66667,3.89,8.83,13.6,NA,0.14,0.071,0.168,1.66992,NA,-0.431372549,NA,NA,NA,NA,805850.0001135
"309","M4_T4_0.4","CARP","*",1.46666666666667,2,32317,32319,7000,5,1,0.07,"M4","T4",0.4,134,0.130597014925373,30,1,"DOC",22333.33333,6.11,8.81,14.6,72.3,0.13,0.067,0.168,1.46328,NA,-0.431372549,NA,17.37,144.5,342.4,2916.66666623134
"310","M4_T4_0.4","STHD","*",26.6666666666667,37,32282,32319,4500,5,1,1.35,"M4","T4",0.4,134,2.51865671641791,30,1,"DOC",22333.33333,6.11,8.81,14.6,72.3,0.13,0.067,0.168,1.46328,NA,-0.431372549,NA,17.37,144.5,342.4,56249.9999916045
"311","M4_T4_1.2","CARP","*",22.6,67,73486,73553,6750,5,1,1.07,"M4","T4",1.2,134,1.99626865671642,30,1,"DOC",22333.33333,6.11,8.81,14.6,72.3,0.13,0.067,0.168,1.46328,NA,-0.431372549,NA,17.37,144.5,342.4,44583.3333266791
"312","M4_T4_1.2","STHD","*",114.666666666667,323,73230,73553,4000,5,1,5.18,"M4","T4",1.2,134,9.66417910447761,30,1,"DOC",22333.33333,6.11,8.81,14.6,72.3,0.13,0.067,0.168,1.46328,NA,-0.431372549,NA,17.37,144.5,342.4,215833.333301119
"313","M5_T1A_0.4","CARP","*",59.3333333333333,88,35725,35813,7000,2,1,2.9,"M5","T1A",0.4,200,3.625,0.666666667,1,"NCH",24800,0.94,8.51,15.2,11.2,0.14,0.081,0.168,1.90512,-0.021099338,-0.072483221,NA,20.58,331.8,33.88,89900
"314","M5_T1A_0.4","STHD","*",516,778,35035,35813,4500,2,1,25.9,"M5","T1A",0.4,200,32.375,0.666666667,1,"NCH",24800,0.94,8.51,15.2,11.2,0.14,0.081,0.168,1.90512,-0.021099338,-0.072483221,NA,20.58,331.8,33.88,802900
"315","M5_T1A_1.2","CARP","*",387.333333333333,536,32176,32712,7000,2,1,19.48,"M5","T1A",1.2,200,24.35,0.666666667,1,"NCH",24800,0.94,8.51,15.2,11.2,0.14,0.081,0.168,1.90512,-0.021099338,-0.072483221,NA,20.58,331.8,33.88,603880
"316","M5_T1A_1.2","STHD","*",1853.33333333333,2486,30226,32712,4500,2,1,93.2,"M5","T1A",1.2,200,116.5,0.666666667,1,"NCH",24800,0.94,8.51,15.2,11.2,0.14,0.081,0.168,1.90512,-0.021099338,-0.072483221,NA,20.58,331.8,33.88,2889200
"317","M5_T2_0.4","CARP","*",48.6666666666667,66,32056,32122,7000,3,1,2.42,"M5","T2",0.4,200,3.025,6,1,"NCH",24333.33333,0.73,8.7,14.7,NA,0.15,0.079,0.168,1.94656,-0.021099338,-0.072483221,NA,NA,NA,NA,73608.33332325
"318","M5_T2_0.4","STHD","*",375.333333333333,507,31615,32122,4500,3,1,18.76,"M5","T2",0.4,200,23.45,6,1,"NCH",24333.33333,0.73,8.7,14.7,NA,0.15,0.079,0.168,1.94656,-0.021099338,-0.072483221,NA,NA,NA,NA,570616.6665885
"319","M5_T2_1.2","CARP","*",205.333333333333,273,31030,31303,7000,3,1,10.32,"M5","T2",1.2,200,12.9,6,1,"NCH",24333.33333,0.73,8.7,14.7,NA,0.15,0.079,0.168,1.94656,-0.021099338,-0.072483221,NA,NA,NA,NA,313899.999957
"320","M5_T2_1.2","STHD","*",876,1141,30162,31303,4500,3,1,43.78,"M5","T2",1.2,200,54.725,6,1,"NCH",24333.33333,0.73,8.7,14.7,NA,0.15,0.079,0.168,1.94656,-0.021099338,-0.072483221,NA,NA,NA,NA,1331641.66648425
"321","M5_T3_0.4","CARP","*",22,30,32592,32622,7000,5,1,1.08,"M5","T3",0.4,200,1.35,18,1,"NCH",23666.66667,1.07,8.83,13.5,NA,0.15,0.077,0.168,1.98352,-0.021099338,-0.072483221,NA,NA,NA,NA,31950.0000045
"322","M5_T3_0.4","STHD","*",178.666666666667,247,32375,32622,4500,5,1,8.96,"M5","T3",0.4,200,11.2,18,1,"NCH",23666.66667,1.07,8.83,13.5,NA,0.15,0.077,0.168,1.98352,-0.021099338,-0.072483221,NA,NA,NA,NA,265066.666704
"323","M5_T3_1.2","CARP","*",49,149,71823,71972,7000,5,1,2.44,"M5","T3",1.2,200,3.05,18,1,"NCH",23666.66667,1.07,8.83,13.5,NA,0.15,0.077,0.168,1.98352,-0.021099338,-0.072483221,NA,NA,NA,NA,72183.3333435
"324","M5_T3_1.2","STHD","*",261.333333333333,801,71171,71972,4500,5,1,13.19,"M5","T3",1.2,200,16.4875,18,1,"NCH",23666.66667,1.07,8.83,13.5,NA,0.15,0.077,0.168,1.98352,-0.021099338,-0.072483221,NA,NA,NA,NA,390204.166721625
"325","M5_T4_0.4","CARP","*",4.73333333333333,6,30184,30190,7000,5,1,0.23,"M5","T4",0.4,200,0.2875,30,1,"NCH",22666.66667,0.86,8.85,14.6,25.5,0.16,0.074,0.168,1.98912,-0.021099338,-0.072483221,NA,12.05,238.1,22.79,6516.666667625
"326","M5_T4_0.4","STHD","*",38.6666666666667,49,30141,30190,4500,5,1,1.91,"M5","T4",0.4,200,2.3875,30,1,"NCH",22666.66667,0.86,8.85,14.6,25.5,0.16,0.074,0.168,1.98912,-0.021099338,-0.072483221,NA,12.05,238.1,22.79,54116.666674625
"327","M5_T4_1.2","CARP","*",10.9333333333333,16,34417,34433,7000,5,1,0.54,"M5","T4",1.2,200,0.675,30,1,"NCH",22666.66667,0.86,8.85,14.6,25.5,0.16,0.074,0.168,1.98912,-0.021099338,-0.072483221,NA,12.05,238.1,22.79,15300.00000225
"328","M5_T4_1.2","STHD","*",66,97,34336,34433,4500,5,1,3.32,"M5","T4",1.2,200,4.15,30,1,"NCH",22666.66667,0.86,8.85,14.6,25.5,0.16,0.074,0.168,1.98912,-0.021099338,-0.072483221,NA,12.05,238.1,22.79,94066.6666805
"329","M6_T1A_0.4","CARP","*",60.6666666666667,96,36063,36159,7000,2,1,3.13,"M6","T1A",0.4,200,3.9125,0.666666667,1,"ETO",24800,0.57,8.47,14.8,9.1,0.17,0.08,0.168,2.2848,NA,-0.024,NA,27.68,324.8,10.49,97030
"330","M6_T1A_0.4","STHD","*",516.666666666667,796,35363,36159,4500,2,1,26.24,"M6","T1A",0.4,200,32.8,0.666666667,1,"ETO",24800,0.57,8.47,14.8,9.1,0.17,0.08,0.168,2.2848,NA,-0.024,NA,27.68,324.8,10.49,813440
"331","M6_T1A_1.2","CARP","*",168,246,33593,33839,7000,2,1,8.6,"M6","T1A",1.2,200,10.75,0.666666667,1,"ETO",24800,0.57,8.47,14.8,9.1,0.17,0.08,0.168,2.2848,NA,-0.024,NA,27.68,324.8,10.49,266600
"332","M6_T1A_1.2","STHD","*",780,1127,32712,33839,4500,2,1,39.94,"M6","T1A",1.2,200,49.925,0.666666667,1,"ETO",24800,0.57,8.47,14.8,9.1,0.17,0.08,0.168,2.2848,NA,-0.024,NA,27.68,324.8,10.49,1238140
"333","M6_T2_0.4","CARP","*",49.3333333333333,76,35966,36042,7000,3,1,2.48,"M6","T2",0.4,200,3.1,6,1,"ETO",24333.33333,0.3,8.53,14.3,NA,0.17,0.078,0.168,2.184,NA,-0.024,NA,NA,NA,NA,75433.333323
"334","M6_T2_0.4","STHD","*",350,532,35510,36042,4500,3,1,17.53,"M6","T2",0.4,200,21.9125,6,1,"ETO",24333.33333,0.3,8.53,14.3,NA,0.17,0.078,0.168,2.184,NA,-0.024,NA,NA,NA,NA,533204.166593625
"335","M6_T2_1.2","CARP","*",82,120,34355,34475,7000,3,1,4.11,"M6","T2",1.2,200,5.1375,6,1,"ETO",24333.33333,0.3,8.53,14.3,NA,0.17,0.078,0.168,2.184,NA,-0.024,NA,NA,NA,NA,125012.499982875
"336","M6_T2_1.2","STHD","*",524,758,33717,34475,4500,3,1,26.21,"M6","T2",1.2,200,32.7625,6,1,"ETO",24333.33333,0.3,8.53,14.3,NA,0.17,0.078,0.168,2.184,NA,-0.024,NA,NA,NA,NA,797220.833224125
"337","M6_T3_0.4","CARP","*",20.6666666666667,28,30786,30814,7000,5,1,1.07,"M6","T3",0.4,200,1.3375,18,1,"ETO",23333.33333,1.5,8.61,13.5,NA,0.16,0.075,0.168,2.058,NA,-0.024,NA,NA,NA,NA,31208.333328875
"338","M6_T3_0.4","STHD","*",80,105,30709,30814,4500,5,1,4.02,"M6","T3",0.4,200,5.025,18,1,"ETO",23333.33333,1.5,8.61,13.5,NA,0.16,0.075,0.168,2.058,NA,-0.024,NA,NA,NA,NA,117249.99998325
"339","M6_T3_1.2","CARP","*",18.4,56,66718,66774,7000,5,1,0.98,"M6","T3",1.2,200,1.225,18,1,"ETO",23333.33333,1.5,8.61,13.5,NA,0.16,0.075,0.168,2.058,NA,-0.024,NA,NA,NA,NA,28583.33332925
"340","M6_T3_1.2","STHD","*",188,529,66245,66774,4500,5,1,9.37,"M6","T3",1.2,200,11.7125,18,1,"ETO",23333.33333,1.5,8.61,13.5,NA,0.16,0.075,0.168,2.058,NA,-0.024,NA,NA,NA,NA,273291.666627625
"341","M6_T4_0.4","CARP","*",6.46666666666667,9,34021,34030,7000,5,1,0.31,"M6","T4",0.4,200,0.3875,30,1,"ETO",22333.33333,0.37,8.68,14.6,7.7,0.16,0.072,0.168,1.93536,NA,-0.024,NA,14.22,361.4,12.87,8654.166665375
"342","M6_T4_0.4","STHD","*",35.3333333333333,52,33978,34030,4500,5,1,1.8,"M6","T4",0.4,200,2.25,30,1,"ETO",22333.33333,0.37,8.68,14.6,7.7,0.16,0.072,0.168,1.93536,NA,-0.024,NA,14.22,361.4,12.87,50249.9999925
"343","M6_T4_1.2","CARP","*",9.4,12,30831,30843,7000,5,1,0.45,"M6","T4",1.2,200,0.5625,30,1,"ETO",22333.33333,0.37,8.68,14.6,7.7,0.16,0.072,0.168,1.93536,NA,-0.024,NA,14.22,361.4,12.87,12562.499998125
"344","M6_T4_1.2","STHD","*",152.666666666667,198,30645,30843,4500,5,1,7.59,"M6","T4",1.2,200,9.4875,30,1,"ETO",22333.33333,0.37,8.68,14.6,7.7,0.16,0.072,0.168,1.93536,NA,-0.024,NA,14.22,361.4,12.87,211887.499968375
"345","M7_T1A_0.4","CARP","*",118,156,31142,31298,7000,5,1,5.89,"M7","T1A",0.4,200,7.3625,0.666666667,2,"ETO",24800,0.57,8.55,13.5,8.9,0.2,0.082,0.168,2.7552,NA,-0.016,NA,27.6,337.4,14.17,182590
"346","M7_T1A_0.4","STHD","*",791.333333333333,1034,30264,31298,4500,5,1,39.61,"M7","T1A",0.4,200,49.5125,0.666666667,2,"ETO",24800,0.57,8.55,13.5,8.9,0.2,0.082,0.168,2.7552,NA,-0.016,NA,27.6,337.4,14.17,1227910
"347","M7_T1A_1.2","CARP","*",376.666666666667,510,31708,32218,7000,5,1,18.81,"M7","T1A",1.2,200,23.5125,0.666666667,2,"ETO",24800,0.57,8.55,13.5,8.9,0.2,0.082,0.168,2.7552,NA,-0.016,NA,27.6,337.4,14.17,583110
"348","M7_T1A_1.2","STHD","*",1833.33333333333,2396,29822,32218,4500,5,1,91.13,"M7","T1A",1.2,200,113.9125,0.666666667,2,"ETO",24800,0.57,8.55,13.5,8.9,0.2,0.082,0.168,2.7552,NA,-0.016,NA,27.6,337.4,14.17,2825030
"349","M7_T2_0.4","CARP","*",55.3333333333333,80,34039,34119,7000,6,1,2.76,"M7","T2",0.4,200,3.45,6,2,"ETO",24666.66667,0.64,8.62,12.5,NA,0.2,0.081,0.168,2.67624,NA,-0.016,NA,NA,NA,NA,85100.0000115
"350","M7_T2_0.4","STHD","*",454,652,33467,34119,4500,6,1,22.75,"M7","T2",0.4,200,28.4375,6,2,"ETO",24666.66667,0.64,8.62,12.5,NA,0.2,0.081,0.168,2.67624,NA,-0.016,NA,NA,NA,NA,701458.333428125
"351","M7_T2_1.2","CARP","*",147.666666666667,432,70558,70990,7000,6,1,7.19,"M7","T2",1.2,200,8.9875,6,2,"ETO",24666.66667,0.64,8.62,12.5,NA,0.2,0.081,0.168,2.67624,NA,-0.016,NA,NA,NA,NA,221691.666696625
"352","M7_T2_1.2","STHD","*",663.333333333333,1961,69029,70990,4500,6,1,33.03,"M7","T2",1.2,200,41.2875,6,2,"ETO",24666.66667,0.64,8.62,12.5,NA,0.2,0.081,0.168,2.67624,NA,-0.016,NA,NA,NA,NA,1018425.00013763
"353","M7_T3_0.4","CARP","*",33.3333333333333,49,34700,34749,7000,6,1,1.66,"M7","T3",0.4,200,2.075,18,2,"ETO",23333.33333,0.38,8.64,12.6,NA,0.19,0.077,0.168,2.50096,NA,-0.016,NA,NA,NA,NA,48416.66665975
"354","M7_T3_0.4","STHD","*",131.333333333333,193,34556,34749,4500,6,1,6.56,"M7","T3",0.4,200,8.2,18,2,"ETO",23333.33333,0.38,8.64,12.6,NA,0.19,0.077,0.168,2.50096,NA,-0.016,NA,NA,NA,NA,191333.333306
"355","M7_T3_1.2","CARP","*",46,134,69302,69436,7000,6,1,2.27,"M7","T3",1.2,200,2.8375,18,2,"ETO",23333.33333,0.38,8.64,12.6,NA,0.19,0.077,0.168,2.50096,NA,-0.016,NA,NA,NA,NA,66208.333323875
"356","M7_T3_1.2","STHD","*",277,797,68639,69436,4500,6,1,13.61,"M7","T3",1.2,200,17.0125,18,2,"ETO",23333.33333,0.38,8.64,12.6,NA,0.19,0.077,0.168,2.50096,NA,-0.016,NA,NA,NA,NA,396958.333276625
"357","M7_T4_0.4","CARP","*",0,0,36461,36461,7000,7,1,0,"M7","T4",0.4,200,0,30,2,"ETO",22000,0.31,8.67,14,8.3,0.19,0.073,0.168,2.33016,NA,-0.016,NA,24.7,379.3,12.49,0
"358","M7_T4_0.4","STHD","*",1.33333333333333,2,36459,36461,4500,7,1,0.06,"M7","T4",0.4,200,0.075,30,2,"ETO",22000,0.31,8.67,14,8.3,0.19,0.073,0.168,2.33016,NA,-0.016,NA,24.7,379.3,12.49,1650
"359","M7_T4_1.2","CARP","*",0.733333333333333,1,33836,33837,7000,7,1,0.03,"M7","T4",1.2,200,0.0375,30,2,"ETO",22000,0.31,8.67,14,8.3,0.19,0.073,0.168,2.33016,NA,-0.016,NA,24.7,379.3,12.49,825
"360","M7_T4_1.2","STHD","*",2.8,4,33833,33837,4500,7,1,0.13,"M7","T4",1.2,200,0.1625,30,2,"ETO",22000,0.31,8.67,14,8.3,0.19,0.073,0.168,2.33016,NA,-0.016,NA,24.7,379.3,12.49,3575
"361","M8_T1A_0.4","CARP","*",118,159,31713,31872,7000,5,1,5.89,"M8","T1A",0.4,200,7.3625,0.666666667,2,"NCL",24800,0.66,8.54,13.6,6.7,0.16,0.084,0.168,2.25792,-0.005877551,-0.028378378,NA,24.9,307.5,18.77,182590
"362","M8_T1A_0.4","STHD","*",988.666666666667,1301,30571,31872,4500,5,1,49.14,"M8","T1A",0.4,200,61.425,0.666666667,2,"NCL",24800,0.66,8.54,13.6,6.7,0.16,0.084,0.168,2.25792,-0.005877551,-0.028378378,NA,24.9,307.5,18.77,1523340
"363","M8_T1A_1.2","CARP","*",518,646,29570,30216,7000,5,1,25.48,"M8","T1A",1.2,200,31.85,0.666666667,2,"NCL",24800,0.66,8.54,13.6,6.7,0.16,0.084,0.168,2.25792,-0.005877551,-0.028378378,NA,24.9,307.5,18.77,789880
"364","M8_T1A_1.2","STHD","*",2193.33333333333,2678,27538,30216,4500,5,1,109.43,"M8","T1A",1.2,200,136.7875,0.666666667,2,"NCL",24800,0.66,8.54,13.6,6.7,0.16,0.084,0.168,2.25792,-0.005877551,-0.028378378,NA,24.9,307.5,18.77,3392330
"365","M8_T2_0.4","CARP","*",60,84,33069,33153,7000,6,1,2.99,"M8","T2",0.4,200,3.7375,6,2,"NCL",24333.33333,0.49,8.83,12.6,NA,0.15,0.082,0.168,2.11232,-0.005877551,-0.028378378,NA,NA,NA,NA,90945.833320875
"366","M8_T2_0.4","STHD","*",416.666666666667,585,32568,33153,4500,6,1,20.99,"M8","T2",0.4,200,26.2375,6,2,"NCL",24333.33333,0.49,8.83,12.6,NA,0.15,0.082,0.168,2.11232,-0.005877551,-0.028378378,NA,NA,NA,NA,638445.833245875
"367","M8_T2_1.2","CARP","*",370,514,32377,32891,7000,6,1,18.57,"M8","T2",1.2,200,23.2125,6,2,"NCL",24333.33333,0.49,8.83,12.6,NA,0.15,0.082,0.168,2.11232,-0.005877551,-0.028378378,NA,NA,NA,NA,564837.499922625
"368","M8_T2_1.2","STHD","*",1473.33333333333,1978,30913,32891,4500,6,1,73.13,"M8","T2",1.2,200,91.4125,6,2,"NCL",24333.33333,0.49,8.83,12.6,NA,0.15,0.082,0.168,2.11232,-0.005877551,-0.028378378,NA,NA,NA,NA,2224370.83302862
"369","M8_T3_0.4","CARP","*",34.6666666666667,50,34245,34295,7000,7,1,1.72,"M8","T3",0.4,200,2.15,18,2,"NCL",23000,0.96,8.9,12.5,NA,0.15,0.078,0.168,1.92192,-0.005877551,-0.028378378,NA,NA,NA,NA,49450
"370","M8_T3_0.4","STHD","*",270.666666666667,390,33905,34295,4500,7,1,13.48,"M8","T3",0.4,200,16.85,18,2,"NCL",23000,0.96,8.9,12.5,NA,0.15,0.078,0.168,1.92192,-0.005877551,-0.028378378,NA,NA,NA,NA,387550
"371","M8_T3_1.2","CARP","*",105.333333333333,142,31828,31970,7000,7,1,5.24,"M8","T3",1.2,200,6.55,18,2,"NCL",23000,0.96,8.9,12.5,NA,0.15,0.078,0.168,1.92192,-0.005877551,-0.028378378,NA,NA,NA,NA,150650
"372","M8_T3_1.2","STHD","*",527.333333333333,701,31269,31970,4500,7,1,26.14,"M8","T3",1.2,200,32.675,18,2,"NCL",23000,0.96,8.9,12.5,NA,0.15,0.078,0.168,1.92192,-0.005877551,-0.028378378,NA,NA,NA,NA,751525
"373","M8_T4_0.4","CARP","*",3.86666666666667,6,37011,37017,7000,7,1,0.19,"M8","T4",0.4,200,0.2375,30,2,"NCL",22000,0.64,8.94,14,18.2,0.14,0.075,0.168,1.764,-0.005877551,-0.028378378,NA,6.092,351.3,19.81,5225
"374","M8_T4_0.4","STHD","*",6.86666666666667,11,37006,37017,4500,7,1,0.35,"M8","T4",0.4,200,0.4375,30,2,"NCL",22000,0.64,8.94,14,18.2,0.14,0.075,0.168,1.764,-0.005877551,-0.028378378,NA,6.092,351.3,19.81,9625
"375","M8_T4_1.2","CARP","*",2,3,34699,34702,7000,7,1,0.1,"M8","T4",1.2,200,0.125,30,2,"NCL",22000,0.64,8.94,14,18.2,0.14,0.075,0.168,1.764,-0.005877551,-0.028378378,NA,6.092,351.3,19.81,2750
"376","M8_T4_1.2","STHD","*",6.06666666666667,9,34693,34702,4500,7,1,0.3,"M8","T4",1.2,200,0.375,30,2,"NCL",22000,0.64,8.94,14,18.2,0.14,0.075,0.168,1.764,-0.005877551,-0.028378378,NA,6.092,351.3,19.81,8250
"377","M9_T1A_0.4","CARP","*",85.6666666666667,270,73125,73395,7000,6,1,4.34,"M9","T1A",0.4,200,5.425,0.666666667,2,"NCH",24800,0.66,8.54,14.4,13.3,0.13,0.084,0.168,1.83456,-0.009918367,-0.07755102,NA,16.99,279.4,35.58,134540
"378","M9_T1A_0.4","STHD","*",739,2253,71142,73395,4500,6,1,36.76,"M9","T1A",0.4,200,45.95,0.666666667,2,"NCH",24800,0.66,8.54,14.4,13.3,0.13,0.084,0.168,1.83456,-0.009918367,-0.07755102,NA,16.99,279.4,35.58,1139560
"379","M9_T1A_1.2","CARP","*",510.666666666667,729,33339,34068,7000,6,1,25.5,"M9","T1A",1.2,200,31.875,0.666666667,2,"NCH",24800,0.66,8.54,14.4,13.3,0.13,0.084,0.168,1.83456,-0.009918367,-0.07755102,NA,16.99,279.4,35.58,790500
"380","M9_T1A_1.2","STHD","*",2300,3168,30900,34068,4500,6,1,115.09,"M9","T1A",1.2,200,143.8625,0.666666667,2,"NCH",24800,0.66,8.54,14.4,13.3,0.13,0.084,0.168,1.83456,-0.009918367,-0.07755102,NA,16.99,279.4,35.58,3567790
"381","M9_T2_0.4","CARP","*",58,86,34777,34863,7000,6,1,2.91,"M9","T2",0.4,200,3.6375,6,2,"NCH",24333.33333,1.27,8.79,13.4,NA,0.13,0.082,0.168,1.74496,-0.009918367,-0.07755102,NA,NA,NA,NA,88512.499987875
"382","M9_T2_0.4","STHD","*",500,730,34133,34863,4500,6,1,24.95,"M9","T2",0.4,200,31.1875,6,2,"NCH",24333.33333,1.27,8.79,13.4,NA,0.13,0.082,0.168,1.74496,-0.009918367,-0.07755102,NA,NA,NA,NA,758895.833229375
"383","M9_T2_1.2","CARP","*",288.666666666667,405,32781,33186,7000,6,1,14.47,"M9","T2",1.2,200,18.0875,6,2,"NCH",24333.33333,1.27,8.79,13.4,NA,0.13,0.082,0.168,1.74496,-0.009918367,-0.07755102,NA,NA,NA,NA,440129.166606375
"384","M9_T2_1.2","STHD","*",1366.66666666667,1871,31315,33186,4500,6,1,68.43,"M9","T2",1.2,200,85.5375,6,2,"NCH",24333.33333,1.27,8.79,13.4,NA,0.13,0.082,0.168,1.74496,-0.009918367,-0.07755102,NA,NA,NA,NA,2081412.49971487
"385","M9_T3_0.4","CARP","*",23,28,28516,28544,7000,7,1,1.15,"M9","T3",0.4,200,1.4375,18,2,"NCH",23666.66667,2.03,8.86,12.7,NA,0.12,0.08,0.168,1.6576,-0.009918367,-0.07755102,NA,NA,NA,NA,34020.833338125
"386","M9_T3_0.4","STHD","*",149,178,28366,28544,4500,7,1,7.37,"M9","T3",0.4,200,9.2125,18,2,"NCH",23666.66667,2.03,8.86,12.7,NA,0.12,0.08,0.168,1.6576,-0.009918367,-0.07755102,NA,NA,NA,NA,218029.166697375
"387","M9_T3_1.2","CARP","*",40,59,32600,32659,7000,7,1,2.13,"M9","T3",1.2,200,2.6625,18,2,"NCH",23666.66667,2.03,8.86,12.7,NA,0.12,0.08,0.168,1.6576,-0.009918367,-0.07755102,NA,NA,NA,NA,63012.500008875
"388","M9_T3_1.2","STHD","*",228,334,32325,32659,4500,7,1,12.12,"M9","T3",1.2,200,15.15,18,2,"NCH",23666.66667,2.03,8.86,12.7,NA,0.12,0.08,0.168,1.6576,-0.009918367,-0.07755102,NA,NA,NA,NA,358550.0000505
"389","M9_T4_0.4","CARP","*",1.53333333333333,2,31323,31325,7000,8,1,0.07,"M9","T4",0.4,200,0.0875,30,2,"NCH",22333.33333,0.66,8.89,14.3,26.3,0.12,0.076,0.168,1.53216,-0.009918367,-0.07755102,NA,11.77,247.8,28.71,1954.166666375
